Manuscript ID,Manuscript Title,Manuscript Type,Author Names,Submission Date,Published after
RCSJ-2016-0559,"Sentinel Lymph Node Biopsy for Breast Ductal Carcinoma in Situ: Waste of Time, Money and Resources ",Original research – Annals (clinical),"Sarma, Diwakar; Mahendran, Balaji; Clarkson, Lucy; Hyett, Elaine; Ramzi, Saed",2016,2015
RCSJ-2016-0560,Loss of shoulder function following pectoralis major myocutaneous flap transfers in a patient with undiagnosed massive bilateral rotator cuff tears,Case reports,"Fine, Nicola; Woodacre, Timothy",2016,2015
RCSJ-2016-0561,Unusual case of bile duct injury by harmonic scalpel,Case reports,"panneer selvam, prabusankar",2016,2015
RCSJ-2016-0564,Treatment of Fistula in Ano with Fistula Plug: Experience of a Tertiary Care Centre in South Asia.,Original research – Annals (clinical),"Almeida, Isuru; Samarasekera, Dharmabandhu",2016,2015
RCSJ-2016-0565,The Use of Bladder Syringe for Cement Application in Total Knee Arthroplasty,Technical papers,"Abdul-Jabar, Hani; Menzalji, Maher",2016,2015
RCSJ-2016-0566,A novel technique for minimally invasive removal of plates and screws. ,Technical papers,"Ricketts, David; Ge, Xingtao",2016,2015
RCSJ-2016-0567,Neuroendocrine tumour of the kidney complicated by spontaneous rupture. ,Case reports,"Barreto, Lenka; Arora, Ajay; Norton, Jane; Al Musbahi, Abdussalam",2016,2015
RCSJ-2016-0569,Resection of ano-rectal GIST using TEO platform: a report of two cases and review of literature,Case reports,"Eldamshety, Osama; Metwally, Islam; Ghoneem, Elsayed; Elkashef, Wagdi",2016,2015
RCSJ-2016-0570,Clinical Variation in Practice of Cholecystectomy and Surgical Outcomes: Challenges in Small Hospitals,Original research – Annals (clinical),"Khan, Muhammad; Khan, Raja",2016,2015
RCSJ-2016-0571,Current service provision and practice for interventional radiology in traumatic blunt splenic injury across the Regional Trauma Networks of England ,Original research – Annals (clinical),"Hughes, Jane; Scrimshire, Ashley; Steinberg, Laura; Yiannoullou, Petros; Newton, Katy; Pearce, Lyndsay; Hall, Claire; Macdonald, Andrew",2016,2015
RCSJ-2016-0573.R1,Is an Ankle Fracture Just and Ankle Fracture? ,Original research – Annals (clinical),"Shelton, James; Whittam, David; Doorgakant, Ashtin; Argyropoulos, Miltos; Dorman, Sara; Wood, Edward",2017,2015
RCSJ-2016-0575,Royal College of Surgeons Summer Program in Anatomy and Practical Skills for Medical Students - Review,Review articles,"Fogel, Nicole",2016,2015
RCSJ-2016-0576,"Debridement, Antibiotics and Implant retention (DAIR) for prosthetic joint infections. Clinical and cost efficacy. ",Original research – Annals (clinical),"Heng, Sieh; Agarwal, Sanjeev",2016,2015
RCSJ-2016-0578,Management of Recurrent Temporo-Mandibular Joint Dislocation,Technical papers,"Chandegra, Rohit; Hanu-Cernat, Liviu",2016,2015
RCSJ-2016-0579,Raising the bar for laparoscopic anti-reflux surgery – a 10 year experience from a high volume unit,Original research – Annals (clinical),"Mistry, Pritesh; Zaman, Shafquat; Shapey, Iestyn; Daskalakis, Markos; Nijjar, Rajwinder; Richardson, Martin; Super, Paul; Singhal, Rishi",2016,2015
RCSJ-2016-0580,"A novel simulation technique for suprapubic catheter insertion
",Technical papers,"Brown, Chris; Ansell, James; Abdelrahman, Tarig; Egan, Richard; Warren, Neil; Lewis, Wyn",2016,2015
RCSJ-2016-0581,"A NEVER EVENT IN CASE OF TRAUMA: TENSION HEMOTHORAX

",Case reports,"HARIHARAN, SHYAM; Mukherjee, Ramanuj; HALDER, SUBHADIP; SINGH, SUDIPTA",2016,2015
RCSJ-2016-0582,Vestibular Schwannoma appears to be very rare in South- East Nigeria ,Original research – Annals (clinical),"Ohaegbulam, Samuel; Okwuoma, Okwunodulu; Ndubuisi, Chika; Mezue, Wilfred; Orji, Benedict; Iroegbu, Linda; Nkwerem, Patrick; Ekuma, Michael",2016,2015
RCSJ-2016-0583,Transanal resection of post anastomotic rectal stricture by a circular stapling device – A novel method,Case reports,"Ahmed, Nadeem; Dhaduk, Vimalkumar; Reddy, Prasnna",2016,2015
RCSJ-2016-0584,LAPAROSCOPIC REVERSAL OF HARTMANN’S PROCEDURE (eLapRHP): Technical Tips,Technical papers,"Bagul, ANIL; Shrotri, Milind",2016,2015
RCSJ-2016-0586,Effects of hip arthrography with iodinated contrast agents on bacterial growth,Original research – Annals (clinical),"Assiotis, Angelos; Kidd, Stephen; Cortes, Nick; Pengas, Ioannis",2016,2015
RCSJ-2016-0587,Conquering The Deadly Stroke –A Surgeon’s Odyssey,Case reports,"Aryal, Bibek; Komokata, Teruo; Imoto, Yutaka",2016,2015
RCSJ-2016-0588,"Addressing DNACPR (do not attempt cardio-pulmonary resuscitation) in patients with a fractured neck of femur who lack capacity.


",Review articles,"Hill, Daniel; Bazaar, Laura; Freudmann, Matthew",2016,2015
RCSJ-2016-0592,LAPAROSCOPIC APPENDICECTOMY IN PATIENTS WITH A MACROSCOPICALLY NORMAL APPENDIX. RESULTS OF A SINGLE CENTRE AND REVIEW OF LITERATURE.,Original research – Annals (clinical),"Zosimas, Dimitrios; Lykoudis, Panagis; Pilavas, Andreas; Burke, Joshua; Strano, Giuseppe; Shatkar, Veerana",2016,2015
RCSJ-2016-0594,"Do Short Cephalomedullary Nails in intertrochanteric fractures with loss of medial buttress allow weight bearing without mechanical complications? 
",Original research – Annals (clinical),"Pearce, Oliver; Vivona, Jean; Flecher, Xavier; Parratte, Sebastian; SANAULLAH, AABID; Argenson, Jean",2016,2015
RCSJ-2016-0595,Soft tissue balancing in primary total hip arthroplasty: a series of 100 consecutive patients,Original research – Annals (clinical),"Memarzadeh, Arman; Arvinte, Dan; Sood, Manoj",2016,2015
RCSJ-2016-0597,Different successful management strategies for obstructing renal parapelvic cysts,Case reports,"Rossi, Sabrina; Koo, Brendan; Riddick, Antony; Shah, Nimish; Stewart, Grant",2016,2015
RCSJ-2016-0598,Improving Orthopaedic Operation Notes and Post-Operative Instructions at a Major UK Teaching Hospital,Original research – Annals (clinical),"Matthews, Jacob; Farrar, Edmund; Rickard, Lloyd; Sales, Adam; Clarke, Marcus; Tadrak, Konstancja; Evans, Scott; Sargeant, Ian",2016,2015
RCSJ-2016-0599,Left-sided anterior diaphragmatic hernia presenting in adulthood: A case report,Case reports,"Proctor, Victoria; Tzvetkov, Ivaylo; Ravi, Krish",2016,2015
RCSJ-2016-0604,Follicular Thyroid Carcinoma Presenting with Pathological Fracture of the Humerus at Initial Diagnosis,Case reports,"Yang, Wanding; Cho, WaiSum; Das, Sudip; Conboy, Peter",2016,2015
RCSJ-2016-0608,A novel approach to identify the tunica vaginalis hernia sac during orchidopexy,Technical papers,"Young Sing, Quillan; Unwala, Darius",2016,2015
RCSJ-2016-0609,Bariatric Surgery for Comparing Roux-en-Y Gastric Bypass with Vertical Banded Gastroplasty: A Systematic Review and Meta-analysis of Randomized Controlled Trials,Review articles,"Geng, Hongzhi; Xu, Xin Cai; Chen, Qi Long; Xu, Yi Ke; Liu,  Bing",2016,2015
RCSJ-2016-0611,Case report: Acute confusion due to an obstructing femoral hernia,Case reports,"Afzal, Zeeshan; Adaba, Franklin; Ihedioha, Ugochukwu",2016,2015
RCSJ-2016-0612,Para spinal abscess formation as a result of spilled gallstones during laparoscopic cholecystectomy: An unusual presentation,Case reports,"Canna, Awas; Adaba, Franklin; Sezen, Ebbie; Bissett, Amanda; Finch, Guy; Ihedioha, Ugochukwu",2016,2015
RCSJ-2016-0615,"Thyroid Solitary Fibrous Tumor, a rare entity.",Case reports,"OSORIO-SILLA, IRENE; aguirregoicoa, elena; Gómez Ramirez, joaquín; reina, teresa; Tejedor, Patricia; Rivas Fidalgo, Sonia; López Rojo, Irene; Diaz Miguel, Mariano",2016,2015
RCSJ-2016-0618,THERAPEUTIC LAPAROSCOPY FROM THE START VERSUS DIAGNOSTIC LAPAROSCOPY FIRST FOR ACUTE ABDOMEN: WOULD OUTCOMES DIFFER? A SINGLE-CENTER EGYPTIAN EXPERIENCE,Original research – Annals (clinical),"Osman, Ayman; Mikhail, Sameh; Alkashty, Mohamed; Fahmy, Mohamed",2016,2015
RCSJ-2016-0619,"Idiopathic unilateral persistent hypoglossal nerve palsy – A case report and review of literature
",Case reports,"Humphreys, Sarah; Rajaram, Kartic; Chapman, Laura; Patel, Manu",2016,2015
RCSJ-2016-0621,A novel ultrasonic technique for pre-operative identification of underlying vasculature,Technical papers,"Singh, Prateush; Thapar, Ankur; Dindyal, Shiva",2016,2015
RCSJ-2016-0622,Surgical management of major bile duct injuries following laparoscopic and open cholecystectomy - a single center experience,Original research – Annals (clinical),"Toskovic, Borislav; Bilanovic, Dragoljub; Darko, Zdravkovic; Jovanovic, Milan; Mrda, Davor; Zdravkovic, Marija; Kostic, Jelena; Toskovic, Anka",2016,2015
RCSJ-2016-0623,Surgeon and patient experience of rigid sigmoidoscopy in colorectal rapid access clinic - how useful is it?,Original research – Annals (clinical),"Patel, Krashna; Sebastian, Boby; Lorejo, Emmanuel; Mishra, Amitabh",2016,2015
RCSJ-2016-0624, Balanitis Xerotica Obliterans: Has its diagnostic accuracy improved with time?,Original research – Annals (clinical),"Boksh, Khalis; Patwardhan, Nitin",2016,2015
RCSJ-2016-0629,"Cyanoacrylate Injury to the Ear Canal 
",Case reports,"Khan, Assad; Neminathan, Sinthuja; Sonsale, Anita; Dezso, Attila",2016,2015
RCSJ-2016-0633,"Accidental, non-masturbatory, non-intercourse related, self-inflicted Penile fracture: Case Report & Review of Literature:
",Case reports,"Bastianpillai, Christopher; Wang, Aijing; Kumaradevan, Jeevan; Chitale, Sudhanshu",2016,2015
RCSJ-2016-0636,Upper gastrointestinal surgeon attitudes towards management of refractory gastroesophageal reflux disease in obese patients,Original research – Annals (clinical),"Al-Khyatt, Waleed; Awad, Sherif; Leeder, Paul",2016,2015
RCSJ-2016-0639,A safe technique to facilitate 10 mm abdominal laparoscopic port closure.,Technical papers,"Guru Naidu, Subramaniam; Sreekumar, Nhatuveetil",2016,2015
RCSJ-2016-0640,Post Nephrectomy Incisional Wound Metastases,Case reports,"Xu, Jie; Ha, Tanya",2016,2015
RCSJ-2016-0641,Modified Carvalho’s technique: A safe and cost effective method for Laparoscopic Cholecystectomy at set-up with fewer resources,Technical papers,"RAY, KAUSIK",2016,2015
RCSJ-2016-0644,"Bilateral tourniquets, which is the right and wrong side?",Technical papers,"Ikram, Adeel; Thompson, Simon",2016,2015
RCSJ-2016-0645,‘Tibial wear lines’: A novel landmark to aid placement of tibial cutting block and tibial component rotational alignment during total knee replacement surgery,Technical papers,"Azurza, Koldo; Kasture, Sarang",2016,2015
RCSJ-2016-0646,Hand and wrist day surgery procedures in a standalone satellite unit are safe.,Original research – Annals (clinical),"Hourston, George; Khan, Yasmeen; Johnston, Phillip",2016,2015
RCSJ-2016-0647,Acute Appendicitis in Pregnancy: A management guide for the Emergency General Surgeon,Review articles,"Tase, Arkeliana; Kamarizan, Mohamad; Swarnkar, Keshav",2016,2015
RCSJ-2016-0648,Sterile Adhesive Tape as a Traction Device for Bennett's Fracture Fixation,Technical papers,"Mohammad, Noor Azmi; Shah, Nasir; Badge, Ravindra",2016,2015
RCSJ-2016-0649,Primary Omental Fibromatosis presenting as an Incarcerated Inguinal Hernia – Case Series from a Single Institution over 20 years,Original research – Annals (clinical),"FAN, Joe; TIAN, Cheng; LIU, Zhong Hui; LO, Oswens; YIP, Jeremy; NG, Ka Kin; LAW, Wai Lun",2016,2015
RCSJ-2016-0650,A technique to improve the accuracy of intra-articular hip injection,Technical papers,"Jackson, John; Wilson, Elizabeth; Steinlechner, Colin",2016,2015
RCSJ-2016-0651,Is RCS guidance on imaging in right iliac fossa pain achievable? A study of routine radiological imaging in patients undergoing appendicectomy in a district general hospital,Original research – Annals (clinical),"Horst, Carolyn; Whitaker, John; Stoker, David",2016,2015
RCSJ-2016-0652,"Bariatric Surgery for Comparing Roux-en-Y Gastric Bypass
with Vertical Banded Gastroplasty: A Systematic Review and
Meta-analysis of Randomized Controlled Trials",Review articles,"Geng, Hongzhi; Xu, Xin Cai; Chen, Qi Long; Xu, Yi Ke; Liu,  Bing",2016,2015
RCSJ-2016-0654,Colorectal cancer burden and trends in a South Asian cohort: experience from a regional tertiary care center in Sri Lanka,Original research – Annals (clinical),"Chandrasinghe, Pramodh; Ediriweera, Dileepa; Hewavisenthi, Janaki; Kumarage, Sumudu; Deen, Kemal",2016,2015
RCSJ-2016-0655,Orthopaedic Virtual follow-up care: A sustainable solution.,Original research – Annals (clinical),"GUPTA, SHREEKANT; Jones, Gaunor",2016,2015
RCSJ-2016-0657,"Minimising donor site morbidity in radial forearm free flaps
",Technical papers,"Clancy, Rachel; Rollett, Rebecca; Wiper, Jay",2016,2015
RCSJ-2016-0658,Art and Historical personages with probable  Graves  Disease,Review articles,"STERPETTI, ANTONIO; VENTURA, MARCO",2016,2015
RCSJ-2016-0659,A Survey of Current Approaches to Thyroid Nodules and Thyroid Operations,Original research – Annals (clinical),"isik, arda; firat, deniz; yilmaz, ismayil; peker, kemal; idiz, oguz; demiry?lmaz, ismail; celebi, fehmi",2016,2015
RCSJ-2016-0660,Laparoscopic cholecystectomy for acute cholecystitis in situs inversus totalis: a challenge for surgeons,Case reports,"Valdés de Anca, Álvaro; Mora-Guzmán, Ismael; Marin Campos, Cristina; Cardeñoso-Payo, Pilar; Muñoz de Nova, Jose Luis",2016,2015
RCSJ-2016-0661,A review of anticoagulation in the surgical management of peripheral arterial embolic disease in a district hospital.,Original research – Annals (clinical),"nixon, martha; Gomes Pinto, Keith; Kostalas, Marcos; Williams, David; Taylor, John",2016,2015
RCSJ-2016-0662,Risk Behaviour and attitudes in medical professionals,Original research – Annals (clinical),"McCulloch, Robert; Howgate, Daniel; Sleat, Graham; Pearce, Oliver; Flynn, Julian",2016,2015
RCSJ-2016-0663,"Design of a Proficiency-Based Skills Training Curriculum for our newly validated 3- Dimensional (3D) laparoscopic models, using MISTELS",Original research – Bulletin (non-clinical),"MERALI, NABEEL; morawala, Alpa; Almeida, Ricardo; Al araimi, Badria; Patel, Bijendra",2016,2015
RCSJ-2016-0665,Predicting the incidence of Portosplenomesenteric vein thrombosis in patients with acute pancreatitis using Classification And Regression Tree (CART) algorithm,Original research – Annals (clinical),"Fei, yang; gao, kun; Hu, jian; tu, jian; li, wei; wang, wei; zong, guang",2016,2015
RCSJ-2016-0666,Physiotherapy versus Physiotherapy and Injection for Subacromial Impingement Syndrome (SAIS): a randomised controlled trial,Original research – Annals (clinical),"Coates, Richard; Sparks, Valerie",2016,2015
RCSJ-2016-0667,"Temporary fixation using a long femoral-tibial nail to treat a displaced medial tibial plateau fracture in a 90-year-old patient:  A case report
",Case reports,"batta, vineet; Trompeter, Alex; Sinha, Sharad",2016,2015
RCSJ-2016-0668,Pre-operative factors predict mortality after above-knee amputation for limb ischaemia,Original research – Annals (clinical),"Pinho-Gomes, Ana-Catarina; Hague, Adam; Ghosh, Jonathan",2016,2015
RCSJ-2016-0669,Pleural effusion after laparoscopic appendectomy: a report of a case in a 9 year old male patient,Case reports,"Angeli, Maria; Koutserimpas, Christos; Ehlen, Michael",2016,2015
RCSJ-2016-0670,Neobladder Cutaneous Fistula – Successful management and review of literature.,Case reports,"Patel, Soram; Cohen, Daniel; Thorpe, Andrew; patel, amit; Vasdev, Nikhil",2016,2015
RCSJ-2016-0673,Significant difference of cup orientation in bilateral total hip arthroplasty with right-handed surgeons,Original research – Annals (clinical),"song, xinggui; wang, yuning; ni, ming; li, heng; wang, song; li, xiang; chen, jiying",2016,2015
RCSJ-2016-0675,Pneumomediastinum secondary to cocaine use mimicking oesophageal perforation,Case reports,"Walters, Holt; Shetty, Vinutha",2016,2015
RCSJ-2016-0677,Thompson’s Hip Hemiarthroplasty for Neck of Femur Fracture: Remarkable Clinical Outcomes at 45 years Follow-up ,Case reports,"Donnelly, Thomas; Matar, Hosam; Farrar, N",2016,2015
RCSJ-2016-0678,Intra-operative arthrographic assessment of ambiguous neck of femur fractures in patients with chronic kidney disease,Technical papers,"Chan, Gareth; Freeman, Richard",2016,2015
RCSJ-2016-0679,"A Systematic Review of Studies Reporting Internal Hernia after Laparoscopic Roux-en-Y Gastric Bypass: Is it negligent to not close the peritoneal spaces?
",Review articles,"Yeluri, Sashidhar; Sarela, Abeezar",2016,2015
RCSJ-2016-0680,Rectus Sheath Catheters For Continuous Analgesia After Open Colorectal Surgery: A Protocol For Its Use.,Original research – Annals (clinical),"Grainger, Jennie; Mahapatra, Roy; Fok, Matthew; Melling, James; Cliff, Dominic; Vimalachandran, Dale",2016,2015
RCSJ-2016-0681,Online video information for consumers considering surgery for upper limb conditions,Original research – Bulletin (non-clinical),"Joory, Kavita; Southern, Stephen",2016,2015
RCSJ-2016-0682,A new histology-based classification of acute cholecystitis severity,Original research – Annals (clinical),"Beliaev, Andrei; Booth, Michael; Angelo, Neville; Bergin, Colleen",2016,2015
RCSJ-2016-0685,Paediatric Autoimmune Neuropsychiatric Disorder Associated with Streptococcal Infection: An Indication for Tonsillectomy? A Review of Literature,Review articles,"Rajgor, Amarkumar; Hakim, Navid; Ali, Sanah; Darr, Adnan",2016,2015
RCSJ-2016-0686,"Should “lateral canthotomy” be taught on the ATLS course? A Pilot Study
",Original research – Annals (clinical),"Basu, Ishita; Motamedi-Azari, Farnaz; Perry, Michael",2016,2015
RCSJ-2016-0689,Surgical Audit: Why are we not closing the loop?,Original research – Annals (clinical),"Dunne, Declan; Lal, Nikhil Lal; Pranesh, Nagarajan; Spry, Michael; Mcfaul, Christopher; Rooney, Paul",2016,2015
RCSJ-2016-0691,Continuous local analgesia is effective in postoperative pain treatment after medium and large incisional hernia repair,Original research – Annals (clinical),"Gherghinescu, Mircea; Copotoiu, Constantin; Lazar, Alexandra; Popa, Daniel; Molnar, Calin",2016,2015
RCSJ-2016-0692,"GIANT HEPATIC HYDATID CYST: ONE, IN DIFFICULT HEPATIC SEGMENTS VIII & THE OTHER, IN SEGMENT VI
",Case reports,"Ray, Mriganko; Deepak, B S",2016,2015
RCSJ-2016-0693,Radical Cystectomy for Bladder Cancer in the Elderly Population,Original research – Annals (clinical),"Young, Matthew; Elmussareh, Muhammad; Dooldeniya, Mohantha; Weston, Philip",2016,2015
RCSJ-2016-0695,Identifying neoplasia in two week referred colorectal patients: Variation in symptomatic risk needs variation in investigative approach.,Original research – Annals (clinical),"Quinn, Leonard; Sheikh, Adnan; Al-Khafaji, Nadeem; Rooney, Paul",2016,2015
RCSJ-2016-0696,"Technique to protect the medial neurovascular structures during calcaneal osteotomy
",Technical papers,"Dhinsa, Baljinder; Antonios, Tony; Abbasian, Ali",2016,2015
RCSJ-2016-0697,Spontaneous isolated fracture of the coronoid process of the mandible,Case reports,"Motamedi-Azari, Farnaz; Madattigowda, Ramachandra; Perry, Michael",2016,2015
RCSJ-2016-0698,Assessing the quality of primary care referrals to surgery of patients with diabetes in the East of England: A multi-centre cross-sectional cohort study.,Original research – Annals (clinical),"Pournaras, Dimitrios; Photi, Evangelos; Barnett, Nicholas; Challand, Chris; Chatzizacharias, Nikolaos; Dlamini, Nokwanda; Doulias, Triantafillos; Foley, Aoibhinn; Hernon, James; Kumar, Bhaskar; Martin, Jack; Nunney, Ian; Panagiotopoulou, Ioanna; Sengupta, Neel; Shivakumar, Oshini; Sinclair, Piriyah; Stather, Philip; Than, Miriam; Wells, Antonia; Dhatariya, Ketan",2016,2015
RCSJ-2016-0699,Case series: surgical treatment for 76 patients with posttraumatic osteomyelitis of the tibia,Case reports,"Yu, Huajun; Lin, Bingyuan; Huang, Kai",2016,2015
RCSJ-2016-0700,Designing pre-bariatric surgery education: The value of patients’ experiences,Original research – Annals (clinical),"Owers, Corinne; Halliday, Vanessa; Saradjian, Adam; Ackroyd, Roger",2016,2015
RCSJ-2016-0701,Case Report Of First Degree Burns After 1-year Of Post Total Knee Replacement.,Case reports,"SAADAT, WAQAR; Munshi, Sandeep; Baqai, Nadeem",2016,2015
RCSJ-2016-0702,Distal Tibiofibular Synostosis Following Non-operative Treatment of Ankle Fractures: Lessons Learnt and Literature Review ,Case reports,"Matar, Hosam; Sanger, Rajiv",2016,2015
RCSJ-2016-0703,"Ureteral Dilations After Percutaneous Kindey Access In Outpatient Surgery For Management of Uretero-Intestinal Anastomosis Stricture After Bricker Urinary Diversion
",Technical papers,"El Harrech, Youness; Ghoundal, Omar; touiti, driss",2016,2015
RCSJ-2016-0705,A Large Epididymal Leiomyoma :  Case report of a rare scrotal finding,Case reports,"Isherwood, Jennifer; Dehn, Thomas",2016,2015
RCSJ-2016-0707,A novel wound closure technique which aids easy removal of sutures,Technical papers,"Fazekas, Janka; Fazekas, Balazs; Middleton, Rory",2016,2015
RCSJ-2016-0708,Improving femoral stem anteversion during hip arthroplasty,Technical papers,"Kapur, Benjamin; Argyropoulos, Miltos; Sangani, Chetan",2016,2015
RCSJ-2016-0709,Primary Omental Hydatid Cyst: Review of 20 cases,Review articles,"Ersan, Veysel; Kayaalp, Cuneyt; Sumer, Fatih; Sahin, Emrah",2016,2015
RCSJ-2016-0711,Anal Canal Gas Gangrene in Aplastic Anaemia: Rare yet Lethal Entity - A Caveat  ,Case reports,"SUNDARAMURTHI, SUDHARSANAN; ali, s; TP, ELAMURUGAN; CHELLAPPA, VIJAYAKUMAR; KUMAR, MANISH; SADASIVAN, JAGDISH",2016,2015
RCSJ-2016-0712,Technical tip to improve three way catheter use,Technical papers,"Boydell, Mark; Mooney, Brendan",2016,2015
RCSJ-2016-0714,Common Bile Duct Stone Formed Around A Migrated Clip After Cholecystectomy,Case reports,"AlFawaz, Iba; AlOtaibi, Reema; Hussameddin, Anas",2016,2015
RCSJ-2016-0715,Informed Consent and the Readability of the Written Consent Form: Are We Doing Enough?,Review articles,"Sivanadarajah, Naveethan; El-Daly, Ibrahim; Mamarelis, Georgios; Sohail, Mohammad Zain; Ibraheim, Hajir; Culpan, Paul; Bates, Peter",2016,2015
RCSJ-2016-0716,Syringe suction drain system,Technical papers,"Shalan, Ahmed; Elbasty, Ahmed; Cavanagh, Stephen",2016,2015
RCSJ-2016-0717,Prepectoral implant based breast reconstruction – simple technique to form the mesh wrap,Technical papers,"Vidya, Raghavan",2016,2015
RCSJ-2016-0718,Which Pen? A Comparative Study of Surgical Site Markers,Original research – Annals (clinical),"Bathla, Sonia; Nevins, Edward; Moori, Parisa; Vimalachandran, Dale",2016,2015
RCSJ-2016-0722,A simple way to stop your glasses from slipping during surgery.,Technical papers,"Bajada, Stefan; Thomas, Edward Jeremy",2016,2015
RCSJ-2016-0723,A novel technique for immobilisation following shoulder surgery to reconstruct external rotation in children with brachial plexus palsy,Technical papers,"Blackabey, Victoria; Wilks, Daniel; Kay, Simon",2016,2015
RCSJ-2016-0724,The use of modified bespoke nasal splints to treat an infected pinna collection,Technical papers,"Ghedia, Reshma; Beegun, Issa; Saleh, Hesham",2016,2015
RCSJ-2016-0726,"Animal-Based Surgical Products in Orthopaedics: The Perspective Amongst Patients of Different Religious Beliefs and Dietary Habits
",Original research – Annals (clinical),"Al-Obaedi, Ossama; MOHAMMED, RIAZUDDIN; Goswami, Sanjeev",2016,2015
RCSJ-2016-0728,Delayed presentation and management strategy of a large abdominal pseudobursa following abdominoplasty,Case reports,"Aristotelous, Constantinos; Wain, Richard; Srinivasan, Jeyaram",2016,2015
RCSJ-2016-0729,Primary Omental Fibromatosis presenting as an Incarcerated Inguinal Hernia – Case Reports from a Single Institution over 20 years,Case reports,"FAN, Joe; YIP, Jeremy; LO, Oswens; NG, Ka Kin; LIU, Zhong Hui; LAW, Wai Lun",2016,2015
RCSJ-2016-0732,A pilot study of cigarette smoking characteristics of head and neck cancer patients: is there a role for electronic cigarettes?,Original research – Annals (clinical),"Cho, Wai Sum; Das, Sudip; Baskaran, Vadsala; Uddin, Javed; Conboy, Peter",2016,2015
RCSJ-2016-0735,"Minimising Pre-Operative Starvation Times in Patients with Neck of Femur Fractures 
",Original research – Annals (clinical),"Oakley, Ben; Duggleby, Luke; Raglan, Martin; Ollivere, Benjamin",2016,2015
RCSJ-2016-0736,AP Radiographs for Neck of Femur Fractures,Original research – Annals (clinical),"Hillier-Smith, Ryan",2016,2015
RCSJ-2016-0737,The application of uterine wall local resection and reconstruction to preserve uterus for the management of anterior placenta percreta: case series,Original research – Annals (clinical),"Zhao, Xianlan; Tao, Ya; Du, Yingying; Zhao, Lei; Liu, Cai; Zhou, Yan; Wei, Peng",2016,2015
RCSJ-2016-0739,A control randomized trial to determine the effectiveness of clipless laparoscopic cholecystectomy using Ultrasound shear (harmonic ACE®) versus Conventional Electrocautery using L-hook in patients with cholelithiasis,Original research – Annals (clinical),"Qureshi, Ahmad; Sanawan, Ejaz; Cheema, Khalid; Qureshi, Sidra; Cheema, Muhammad",2016,2015
RCSJ-2016-0743,An Unusual Case of Familial Adenomatous Polyposis Presenting with Gout and Jaundice,Case reports,"Lawless, Anna; Huilgol, Ravi; Young, Christopher",2016,2015
RCSJ-2016-0745,Synchronous Peri-ampullary Carcinoma and Renal Cell Carcinoma: A Rare Case Of Multiple Primary Malignancies,Case reports,"Gupta, Mayank; Bhattacharya, Pratik; Ranjan, Samir; Gautam, Divyendu",2016,2015
RCSJ-2016-0746,Magnetic resonance imaging of the knee in Primary Care. Is it being over utilised?,Original research – Annals (clinical),"Kapur, Benjamin; Marlow, William; Ralte, Peter; Parkinson, Richard; Carroll, Adrian",2016,2015
RCSJ-2016-0748,"Littoral Cell Angioma of the spleen and accessory spleen
",Case reports,"pillay, yagan",2016,2015
RCSJ-2016-0752,"Prophylaxis against venous thromboembolism in thoracic surgery patients: lack of guidelines or inappropriate implementation ?
",Original research – Annals (clinical),"Ali, Ihab; Shokri, Hoda; elsayed, Hany",2016,2015
RCSJ-2016-0753,Facilitating good local anaesthesia,Technical papers,"Yonjan Lama, Indira; Haywood, Sophyia; Patel, Nakul",2016,2015
RCSJ-2016-0754,Utility of 3rd week postoperative radiographs on the management of the ankle fractures,Original research – Annals (clinical),"?ahin, Ercan; Kalem, Mahmut; Songür, Murat",2016,2015
RCSJ-2016-0755,"A novel technique to deliver local anaesthesia during arthroscopic assisted Anterior cruciate ligament reconstruction
",Technical papers,"ODAK, SAURABH; Stables, Gareth",2016,2015
RCSJ-2016-0757,Comparing the Regenerative Effects of Silymarin and Apricot on Liver Regeneration After Partial Hepatectomy in Rats,Original research – Annals (clinical),"YILMAZ, ?smet",2016,2015
RCSJ-2016-0758,Malpositioned common bile duct stent as a complication of surgical common bile duct exploration,Case reports,"Ozdemir, Timur; Schmitt, Anne; Cesaretti, Manuela; Zarzavadjian Le Bian, Alban; Jiao, Long",2016,2015
RCSJ-2016-0760,Acute peritonitis secondary to misplacement of a cystogastrostomic “pigtail” drain.,Case reports,"Zarzavadjian Le Bian, Alban; MITA, Maria Teresa; Kassi, Assamoi; Sarli, Leopoldo; VIOLI, Vincenzo; Costi, Renato",2016,2015
RCSJ-2016-0762,Radiological pathologies associated with impacted mandibular third molars in a group of Saudi population.,Original research – Annals (clinical),"Krishnaraj, Subhashraj; Jayakumar, Naveenkumar",2016,2015
RCSJ-2016-0764,Laparoscopy for Abdominal Trauma and the changes in its use throughout the last decades (1990-2016): a current systematic review (PROSPERO register CRD42016046155),Review articles,"Cirocchi, Roberto; Birindelli, Arianna; Inaba, Kenji; Piccinini, Alice; Tabola, Renata; Mandrioli, Matteo; Tugnoli, Gregorio; Di Saverio, Salomone",2016,2015
RCSJ-2016-0766,Disease Free Survival at 5-year Follow-up in a Patient with Stage IV Melanoma of Unknown Primary – A case report. ,Case reports,"Chapman, Brandon; Lewis, Karl; Gajdos, Csaba",2016,2015
RCSJ-2016-0767,Representation following negative appendicectomy,Original research – Annals (clinical),"Runkel, Mira; Gordon, Andrew; Farkas, Nicholas; Storey, Rowland",2016,2015
